type,title,director,country,release_year
Movie,Paul Blart: Mall Cop,Steve Carr,United States,2009
Movie,Philadelphia,Jonathan Demme,United States,1993
TV Show,Rabbids Invasion,,France,2018
Movie,Race to Witch Mountain,Andy Fickman,United States,2009
Movie,Rain Man,Barry Levinson,United States,1988
TV Show,Record of Grancrest War,,Japan,2018
Movie,Room on the Broom,"Max Lang, Jani Lachauer",United Kingdom,2012
Movie,Scream 3,Wes Craven,United States,2000
Movie,Shorts,Robert Rodriguez,"United States, United Arab Emirates",2009
Movie,Soul to Keep,"David Allensworth, Monière",United States,2019
Movie,Starsky & Hutch,Todd Phillips,United States,2004
TV Show,Stone Age,,,2017
Movie,Swiped,Ann Deborah Fishman,United States,2018
Movie,Swordfish,Dominic Sena,United States,2001
Movie,Taxi Driver,Martin Scorsese,United States,1976
Movie,Tayo the Little Bus Movie: Mission Ace,Ryu Jung-woo,United States,2016
Movie,The Accountant of Auschwitz,Matthew Shoychet,Canada,2018
Movie,The Book of Eli,"Albert Hughes, Allen Hughes",United States,2010
Movie,The Brothers Grimm,Terry Gilliam,"United States, Czech Republic, United Kingdom",2005
Movie,The Forbidden Kingdom,Rob Minkoff,"United States, China",2008
Movie,The In-Laws,Andrew Fleming,"United States, Germany, Canada",2003
Movie,The Pink Panther,Shawn Levy,"United States, Czech Republic",2006
TV Show,Titipo Titipo,,,2018
Movie,War Against Women,Hernán Zin,"United States, Spain",2013
Movie,Who's That Knocking at My Door?,Martin Scorsese,United States,1967
Movie,Angamaly Diaries,Lijo Jose Pellissery,India,2017
Movie,Anthony Kaun Hai?,Raj Kaushal,India,2006
Movie,Bo Burnham: what.,"Bo Burnham, Christopher Storer",United States,2013
Movie,Cappuccino,Noushad,India,2017
Movie,Chalte Chalte,Aziz Mirza,India,2003
Movie,Chicken Kokkachi,Anuranjan Premji,India,2017
TV Show,Comedy High School,,,2018
Movie,Counterfeiting in Suburbia,Jason Bourque,Canada,2018
Movie,Daffedar,Johnson Esthappan,India,2017
Movie,Deewana Main Deewana,K.C. Bokadia,India,2013
Movie,Dream Big: Engineering Our World,Greg MacGillivray,United States,2017
Movie,Duck Butter,Miguel Arteta,United States,2018
Movie,Gemini,P.K. Baaburaaj,India,2018
Movie,I Am Kalam,Nila Madhab Panda,India,2010
Movie,Kaviyude Osyath,Vineeth Anil,India,2017
Movie,Loving Annabelle,Katherine Brooks,United States,2006
Movie,Ma Chu Ka,Jayan Vannery,India,2017
Movie,Melvin Goes to Dinner,Bob Odenkirk,United States,2003
Movie,My Birthday Song,Samir Soni,India,2018
Movie,Namastey London,Vipul Amrutlal Shah,India,2007
Movie,Our Shining Days,,China,2017
Movie,Paathi,Chandran Narikode,India,2017
Movie,Pareeth Pandaari,Gafoor Y. Elliyaas,India,2017
Movie,Paulettante Veedu,Dileep Narayanan,India,2016
Movie,Paying Guests,Paritosh Painter,India,2009
Movie,Sarvopari Palakkaran,Venugopan,India,2017
Movie,Secret,Jay Chou,"Hong Kong, Taiwan",2007
Movie,Socha Na Tha,Imtiaz Ali,India,2005
Movie,Soul Robbers,Juan Antonio de la Riva,Mexico,2015
Movie,The Feels,Jenée LaMarque,United States,2018
Movie,The Music of Silence,Michael Radford,Italy,2017
Movie,The Redeemed and the Dominant: Fittest on Earth,"Heber Cannon, Mariah Moore, Marston Sawyers",United States,2017
Movie,Theeram,Saheed Arafath,India,2017
Movie,Traitor,Jeffrey Nachmanoff,United States,2008
Movie,Tum Milo Toh Sahi,Kabir Sadanand,India,2010
Movie,Viswasapoorvam Mansoor,P.T. Kunju Muhammad,India,2017
Movie,"We, the Marines",Greg MacGillivray,United States,2017
Movie,What a Wonderful Family!,Huang Lei,China,2017
Movie,What We Started,"Bert Marcus, Cyrus Saidi",United States,2017
Movie,Zoo,Shlok Sharma,India,2018
Movie,1 Chance 2 Dance,Adam Deyoe,United States,2014
Movie,10 jours en or,Nicolas Brossette,France,2012
TV Show,46,Serdar Akar,Turkey,2016
Movie,A 2nd Chance,Clay Glen,Australia,2011
TV Show,Against the Tide,,Singapore,2014
Movie,Albion: The Enchanted Stallion,Castille Landon,"United States, Bulgaria",2016
Movie,Amrapali,Lekh Tandon,India,1966
TV Show,Barbie Life in the Dreamhouse,,United States,2012
Movie,Black Snow,Martin Hodara,"Argentina, Spain",2017
TV Show,Breakout,,,2010
Movie,Bruno and Boots: The Wizzle War,Vivieno Caldinelli,Canada,2017
TV Show,Deep Water,,Australia,2016
Movie,Hans Teeuwen: Real Rancour,Doesjka van Hoogdalem,Netherlands,2018
Movie,Here Alone,Rod Blackhurst,United States,2016
Movie,Ho Mann Jahaan,Asim Raza,Pakistan,2015
Movie,Lal Patthar,Sushil Majumdar,India,1971
TV Show,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,,,2015
Movie,Liar's Dice,Geetu Mohandas,India,2013
TV Show,Momo Salon,,South Korea,2014
TV Show,Mystic Whispers,,,2014
Movie,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,2012
Movie,Professor,Lekh Tandon,India,1962
TV Show,Spice Up,,,2014
Movie,The Invisible Guest,Paulo Oriol,Spain,2016
TV Show,The Oath,,Singapore,2011
TV Show,The Truth Seekers,,Singapore,2016
TV Show,The Ultimatum,,,2009
Movie,Tik Tok,Li Jun,China,2016
Movie,Waar,Bilal Lashari,Pakistan,2013
TV Show,World at Your Feet,,Singapore,2014
Movie,Wrong No.,Yasir Nawaz,Pakistan,2015
Movie,Yaar Gaddar,Umesh Mehra,India,1994
TV Show,Yes We Can!,,,2014
TV Show,Yours Fatefully,,Singapore,2012
Movie,Zipi & Zape y la Isla del Capitan,Oskar Santos,Spain,2016
TV Show,Deep,,France,2016
Movie,Exit Afghanistan,"Anders Sømme Hammer, Marius Arnesen, Klaus Erik Okstad, Olav Njaastad",Norway,2013
TV Show,Happyish,,United States,2015
Movie,Jim Jefferies: Freedumb,Ryan Polito,United States,2016
Movie,King Jack,Felix Thompson,United States,2015
TV Show,Limitless,,United States,2016
TV Show,Operation Proposal,,South Korea,2012
Movie,Road to Yesterday,Ishaya Bako,Nigeria,2015
Movie,Stealing History,"Ola Flyum, David Hebditch",United States,2006
Movie,Suicide (Hitabdut),Benny Fredman,Israel,2014
TV Show,The Future of Water,,Norway,2007
Movie,X: Past Is Present,"Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Verma",India,2015
Movie,You Carry Me,Ivona Juka,"Croatia, Slovenia, Serbia, Montenegro",2015
Movie,Bulletproof 2,Don Michael Paul,United States,2020
Movie,Speed Is My Need,Mark Sloper,United Kingdom,2019
Movie,GODZILLA The Planet Eater,"Kobun Shizuno, Hiroyuki Seshita",Japan,2018
Movie,Next Enti?,Kunal Kohli,India,2018
Movie,Solo: A Star Wars Story,Ron Howard,United States,2018
Movie,Solo: A Star Wars Story (Spanish Version),Ron Howard,United States,2018
Movie,The Monster,Bryan Bertino,"United States, Canada",2016
Movie,Alien Contact: Outer Space,J. Michael Long,United States,2017
Movie,The House Next Door,Milind Rau,India,2017
TV Show,Cheer,,United States,2020
Movie,Kurt & Courtney,Nick Broomfield,United Kingdom,1998
Movie,The Conjuring,James Wan,United States,2013
TV Show,Tundukkan Playboy Itu,,,2016
Movie,Tom Segura: Mostly Stories,Jay Karas,United States,2016
Movie,A Ghost Story,David Lowery,United States,2017
Movie,"Live Twice, Love Once",Maria Ripoll,Spain,2020
Movie,The Tourist,Florian Henckel von Donnersmarck,"United States, France, Italy, United Kingdom",2010
Movie,Catwalk: Tales from the Cat Show Circuit,"Aaron Hancox, Michael McNamara",Canada,2018
Movie,Komola Rocket,Noor Imran Mithu,Bangladesh,2018
Movie,Pahuna,Paakhi Tyrewala,"India, Nepal",2018
Movie,Miss Sharon Jones!,Barbara Kopple,United States,2015
Movie,Under the Shadow,Babak Anvari,"United Kingdom, Jordan, Qatar, Iran",2016
Movie,House of Z,Sandy Chronopoulos,"United States, Canada",2016
Movie,Coin Heist,Emily Hagins,United States,2017
Movie,Growing Up Coy,Eric Juhola,United States,2016
Movie,LEGO: Marvel Super Heroes: Maximum Overload,Greg Richardson,United States,2013
Movie,Rustom,Dharmendra Suresh Desai,India,2016
Movie,3 Heroines,Iman Brotoseno,Indonesia,2016
Movie,5 Cowok Jagoan,Anggy Umbara,,2017
Movie,Chaotic Love Poems,Garin Nugroho,Indonesia,2016
Movie,Love You... Love You Not,Sridhar Jetty,Indonesia,2015
Movie,Mara,Clive Tonge,United Kingdom,2017
Movie,Nang Nak,Nonzee Nimibutr,Thailand,1999
Movie,Soekarno,Hanung Bramantyo,Indonesia,2013
Movie,Before I Wake,Mike Flanagan,United States,2016
TV Show,Devilman Crybaby,Masaaki Yuasa,Japan,2018
Movie,Don Quixote: The Ingenious Gentleman of La Mancha,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder",United States,2015
Movie,Back and Forth,José Eduardo Belmonte,Brazil,2016
Movie,Kraftidioten,Hans Petter Moland,"Norway, Denmark, Sweden",2014
Movie,Rampage: President Down,Uwe Boll,Canada,2016
TV Show,Dracula,,United Kingdom,2020
TV Show,Go! Go! Cory Carson,,United States,2020
Movie,And Breathe Normally,Ísold Uggadóttir,"Iceland, Sweden, Belgium",2018
TV Show,Case Closed,,Japan,2015
Movie,El Potro: Unstoppable,Lorena Munoz,,2018
Movie,Lionheart,Genevieve Nnaji,Nigeria,2018
TV Show,See You in Time,,,2017
Movie,Marvel's Hulk: Where Monsters Dwell,Mitch Schauer,United States,2016
Movie,Agatha and the Truth of Murder,Terry Loane,United Kingdom,2018
TV Show,Crime Time,,France,2017
Movie,Hantu Kak Limah,Mamat Khalid,Malaysia,2018
Movie,I Dream Of Dance,Maria Demeshkina Peek,,2017
Movie,Love Off the Cuff,Pang Ho-cheung,"China, Hong Kong",2017
TV Show,Paprika,,,2018
Movie,The Gentleman Driver,Mario Mattei,United States,2018
Movie,The Hundred-Foot Journey,Lasse Hallström,"United States, India, United Arab Emirates",2014
Movie,Expedition Happiness,Selima Taibi,Germany,2017
Movie,Bill Burr: Walk Your Way Out,Jay Karas,United States,2017
Movie,Semana Santa,Alejandra Márquez Abella,Mexico,2015
Movie,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,,2010
Movie,Sat Sri Akal,Kamal Sahani,India,2008
Movie,Swiss Army Man,"Dan Kwan, Daniel Scheinert","United States, Sweden",2016
Movie,The Incredibles 2,Brad Bird,United States,2018
Movie,The Longshots,Fred Durst,United States,2008
Movie,Virsa,Pankaj Batra,"India, Pakistan",2010
Movie,Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,United States,1998
Movie,Monster High: Freaky Fusion,"William Lau, Sylvain Blais",United States,2014
TV Show,Retribution,,United Kingdom,2016
TV Show,The Lady in Dignity,,South Korea,2017
Movie,All the Freckles in the World,Yibrán Asuad,Mexico,2020
Movie,Deewangee,Anees Bazmee,India,2002
Movie,Ferris Bueller's Day Off,John Hughes,United States,1986
Movie,Occupation,Luke Sparke,Australia,2018
Movie,Pope Francis: A Man of His Word,Wim Wenders,"Switzerland, Vatican City, Italy, Germany, France",2018
Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,United States,2017
Movie,Ant-Man and the Wasp,Peyton Reed,United States,2018
Movie,Bhasmasur,Nishil Sheth,India,2017
Movie,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",Manny Rodriguez,,2019
Movie,High Society,Byun Hyuk,South Korea,2018
TV Show,Inside the Mossad,,Israel,2017
Movie,Up Among  The Stars,Zoe Berriatúa,Spain,2018
Movie,Holy Camp!,"Javier Ambrossi, Javier Calvo",Spain,2017
Movie,Hostages,Federico Lemos,,2017
Movie,Patient Seventeen,Jeremy Kenyon Lockyer Corbell,United States,2017
Movie,The Force,Peter Nicks,United States,2017
Movie,Journey to Greenland,Sébastien Betbeder,France,2016
Movie,Alt-Right: Age of Rage,Adam Bhala Lough,,2018
Movie,Habibie & Ainun,Faozan Rizal,"Indonesia, Singapore",2012
Movie,Nathicharami,Mansore,India,2018
Movie,Rudy Habibie,Hanung Bramantyo,Indonesia,2016
Movie,Surga Yang Tak Dirindukan,Kuntz Agus,Indonesia,2015
Movie,Surga Yang Tak Dirindukan 2,"Hanung Bramantyo, Meisa Felaroze",Indonesia,2017
TV Show,Frozen Planet,Alastair Fothergill,"United Kingdom, United States, Spain, Germany, Greece, Canada",2011
Movie,Frozen Planet: On Thin Ice,,"United Kingdom, United States, Spain, Germany, Greece, Canada",2011
Movie,Frozen Planet: The Epic Journey,,"United Kingdom, United States, Spain, Germany, Greece, Canada",2011
TV Show,The Making of Frozen Planet,,"United Kingdom, United States, Spain, Germany, Greece, Canada",2012
TV Show,A Taiwanese Tale of Two Cities,,,2018
Movie,IBOY,Adam Randall,United Kingdom,2017
TV Show,Juana Inés,,Mexico,2016
TV Show,Shadow of Truth,,Israel,2016
Movie,Biggie & Tupac,Nick Broomfield,United Kingdom,2002
Movie,Goyo: The Boy General,Jerrold Tarog,Philippines,2018
Movie,A Futile and Stupid Gesture,David Wain,United States,2018
TV Show,Dirty Money,,United States,2018
Movie,Fakkah Fuzz: Almost Banned,Michael McKay,Singapore,2018
Movie,Mau Nieto: Viviendo sobrio… desde el bar,,Mexico,2018
Movie,Mune: Guardian of the Moon,"Alexandre Heboyan, Benoît Philippon",France,2014
Movie,Sebastián Marcelo Wainraich,"Raúl Campos, Jan Suter",Argentina,2018
Movie,13TH: A Conversation with Oprah Winfrey & Ava DuVernay,,,2017
Movie,Animas,"Laura Alvea, José Ortuño","Spain, Belgium",2018
TV Show,Black Earth Rising,,United Kingdom,2018
TV Show,Examination of Conscience,,Spain,2019
TV Show,Kingdom,Kim Seong-hun,"South Korea, United States",2019
Movie,Mi Obra Maestra,Gastón Duprat,"Argentina, Spain",2018
Movie,Polar,,"United States, Germany",2019
TV Show,The Perfect Match,,,2017
Movie,Acts of Vengeance,Isaac Florentine,"Bulgaria, United States",2017
Movie,O Silêncio do Céu,Marco Dutra,Brazil,2016
TV Show,Conversations with a Killer: The Ted Bundy Tapes,,United States,2019
Movie,Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,United States,2018
Movie,Just Love,"Andy Caballero, Diego Corsini",Argentina,2018
Movie,Blockbuster,July Hygreck,France,2017
TV Show,Prison Playbook,,South Korea,2017
Movie,Ricardo Quevedo: Hay gente así,"Raúl Campos, Jan Suter",Colombia,2018
Movie,The Good Catholic,Paul Shoulberg,United States,2017
Movie,Cristela Alonzo: Lower Classy,Marcus Raboy,United States,2017
Movie,Mitt,Greg Whiteley,United States,2014
TV Show,Innocent,Seren Yüce,Turkey,2017
Movie,Planet 51,Jorge Blanco,"Spain, United Kingdom, United States",2009
Movie,Iceman,Law Wing-cheong,"China, Hong Kong",2014
Movie,My Entire High School Sinking Into the Sea,Dash Shaw,United States,2016
Movie,Todd Glass: Act Happy,Scott Moran,United States,2018
Movie,Gad Gone Wild,Mario Rouleau,France,2017
TV Show,Chelsea Does,,United States,2016
Movie,Iliza Shlesinger: Freezing Hot,,,2015
Movie,Countdown to Death: Pablo Escobar,"Santiago Diaz, Pablo Martin Farina",,2017
TV Show,The Traffickers,,United States,2016
Movie,Where's the Money,Scott Zabielski,United States,2017
Movie,Ricardo O'Farrill Abrazo Genial,"Raúl Campos, Jan Suter",Mexico,2016
TV Show,Justice,Ahmed Khaled Moussa,United Arab Emirates,2018
TV Show,Love and Hong Kong,,Japan,2017
Movie,Caida del Cielo,Néstor Sánchez Sotelo,Argentina,2016
Movie,Pink,Aniruddha Roy Chowdhury,India,2016
Movie,Take the 10,Chester Tam,United States,2017
Movie,Half Girlfriend,Mohit Suri,India,2017
TV Show,"Sex, Explained",,United States,2020
TV Show,Thieves of the Wood,,Belgium,2019
TV Show,Déjà Vu,,,2013
Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones",United Kingdom,1975
Movie,Haunters: The Art of the Scare,Jon Schnitzer,United States,2017
Movie,Mustang Island,Craig Elrod,United States,2017
Movie,The Jack King Affair,"Benjamin Cohen, Nicolas Cotto",France,2015
Movie,Auschwitz: Blueprints of Genocide,Mike Rossiter,United Kingdom,1994
Movie,Harith Iskander: I Told You So,Michael McKay,United States,2018
Movie,Step Sisters,Charles Stone III,United States,2018
Movie,The Open House,"Matt Angel, Suzanne Coote",United States,2018
Movie,Good Kids,Chris McCoy,United States,2016
Movie,The Bling Ring,Sofia Coppola,"United States, United Kingdom, France, Germany, Japan",2013
Movie,Close,,"United Kingdom, United States",2019
Movie,FYRE: The Greatest Party That Never Happened,Chris Smith,United States,2019
Movie,IO,Jonathan Helpert,United States,2019
Movie,Lady-Like,,United States,2018
TV Show,Legends of Strength,,United States,2017
TV Show,Memory Love,,,2017
Movie,Old Lord Savanna,André D'Elia,Brazil,2018
Movie,Patria,Matías Gueilburt,Mexico,2019
Movie,Soni,Ivan Ayr,India,2018
TV Show,Strongland,,,2018
TV Show,Trigger Warning with Killer Mike,,,2019
Movie,Bad Day for the Cut,Chris Baugh,United Kingdom,2017
TV Show,Tiempos de guerra,,Spain,2017
Movie,Enlighten Us,Jenny Carchman,United States,2016
Movie,A Fall from Grace,Tyler Perry,,2020
TV Show,Ares,,,2020
TV Show,Nailed It! Germany,,,2020
Movie,Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter",Colombia,2018
TV Show,Godzilla,"Kobun Shizuno, Hiroyuki Seshita",Japan,2017
Movie,Neal Brennan: 3 Mics,Neal Brennan,United States,2017
Movie,Roger Corman's Death Race 2050,G.J. Echternkamp,United States,2017
TV Show,Şubat,,Turkey,2013
Movie,The Square,Jehane Noujaim,"United Kingdom, Egypt, United States",2013
Movie,Deadcon,Caryn Waechter,United States,2019
Movie,Get Him to the Greek,Nicholas Stoller,United States,2010
TV Show,Handsome Siblings,,China,2020
Movie,Hop,Tim Hill,"United States, India, Malaysia, Taiwan, Canada, United Kingdom",2011
Movie,Jezebel,Numa Perrier,United States,2019
Movie,Legend,Brian Helgeland,"United Kingdom, France, United States",2015
Movie,NiNoKuni,Yoshiyuki Momose,Japan,2019
Movie,Steve Jobs,Danny Boyle,"United Kingdom, United States",2015
Movie,Driven to Dance,,United States,2018
Movie,Skyline,"Colin Strause, Greg Strause",United States,2010
Movie,A Serious Man,"Ethan Coen, Joel Coen","United States, United Kingdom, France",2009
Movie,Dallas Buyers Club,Jean-Marc Vallée,United States,2013
Movie,Katt Williams: Great America,,United States,2018
Movie,Flash of Genius,Marc Abraham,"Canada, United States",2008
Movie,The Rezort,Steve Barker,"United Kingdom, Spain, Belgium",2016
Movie,Big Fat Liar,Shawn Levy,"United States, Germany",2002
Movie,Bulbul Can Sing,Rima Das,India,2018
Movie,Eye For An Eye,Paco Plaza,Spain,2019
TV Show,Killer Inside: The Mind of Aaron Hernandez,,United States,2020
Movie,MindGamers,Andrew Goth,Austria,2017
Movie,Saving Zoë,Jeffrey G. Hunt,United States,2019
Movie,The Brave,William Kaufman,United States,2019
Movie,Where the Money Is,Marek Kanievska,"Germany, United States, United Kingdom, Canada",2000
Movie,Abducted in Plain Sight,Skye Borgman,United States,2017
Movie,"Abdullah, The Final Witness",Hashim Nadeem Khan,Pakistan,2016
Movie,Adhugo,,India,2018
Movie,Chupan Chupai,Mohsin Ali,Pakistan,2017
